Year,Month,Day,Mean Pressure (hPa),Absolute Daily Max (deg. C),Mean (deg. C),Absolute Daily Min (deg. C),Mean Dew Point (deg. C),Mean Relative Humidity (%),Mean Amount of Cloud (%),Total Rainfall (mm),Total Bright Sunshine (hours),Prevailing Wind Direction (degrees),Mean Wind Speed (km/h)
1902,3,23,1012.3,23.1,20.2,19.2,***,***,***,2.2,***,***,***
1902,3,24,1013.8,20.3,19.5,18.7,***,***,***,1.5,***,***,***
1902,3,25,1017.4,20.4,19.7,18.7,***,***,***,5.2,***,***,***
1902,3,26,1018.5,21.4,19.8,18.6,***,***,***,0,***,***,***
1902,3,27,1017.3,22.8,20.1,17.9,***,***,***,0,***,***,***
1902,3,28,1014.5,20.9,20.1,19.3,***,***,***,0,***,***,***
1902,3,29,1012.3,22,20.6,19.3,***,***,***,0,***,***,***
1902,3,30,1012.6,25.1,22.3,20.4,***,***,***,0,***,***,***
1902,3,31,1016.2,22.7,19.2,18.2,***,***,***,2.5,***,***,***
1902,4,1,1018.3,21.4,19.9,17.7,***,***,***,0,***,***,***
1902,4,2,1017.5,26.8,22.7,20.2,***,***,***,0,***,***,***
1902,4,3,1017,22.1,20.9,19.7,***,***,***,0,***,***,***
1902,4,4,1016.3,22.2,20.3,18.4,***,***,***,0,***,***,***
1902,4,5,1015.4,21.9,20.9,19.7,***,***,***,0,***,***,***
1902,4,6,1012.9,23.5,21.4,20.1,***,***,***,0,***,***,***
1902,4,7,1011.4,26.2,23.3,21.3,***,***,***,0,***,***,***
1902,4,8,1010.7,27.9,25.1,23.2,***,***,***,0,***,***,***
1902,4,9,1009.8,28.6,26,24.6,***,***,***,0,***,***,***
1902,4,10,1012.3,26.6,21.8,15.6,***,***,***,28.4,***,***,***
1902,4,11,1016.8,17.3,15.9,14.2,***,***,***,7.4,***,***,***
1902,4,12,1016.9,17.2,15.5,14.2,***,***,***,7.6,***,***,***
1902,4,13,1018.3,19.7,17,13.8,***,***,***,0.3,***,***,***
1902,4,14,1017.4,20.6,19.3,17.1,***,***,***,0,***,***,***
1902,4,15,1016.8,24.2,21.6,20.1,***,***,***,0.1,***,***,***
1902,4,16,1014.7,24.6,22.5,21.1,***,***,***,0,***,***,***
1902,4,17,1010.7,25.4,23.5,21.6,***,***,***,0.4,***,***,***
1902,4,18,1010.1,28.3,24.5,22.5,***,***,***,0,***,***,***
1902,4,19,1013,27.2,24.4,22.6,***,***,***,0,***,***,***
1902,4,20,1013.4,25,22.9,21.6,***,***,***,0.1,***,***,***
1902,4,21,1010.4,27.1,24,22.3,***,***,***,0,***,***,***
1902,4,22,1009.5,28.9,25.7,23.4,***,***,***,0,***,***,***
1902,4,23,1010.8,28.7,25.9,23.9,***,***,***,0,***,***,***
1902,4,24,1011.1,30.1,26.3,24.5,***,***,***,0,***,***,***
1902,4,25,1011.1,30.4,26.5,24.2,***,***,***,0,***,***,***
1902,4,26,1011.1,30.3,26.3,24,***,***,***,0,***,***,***
1902,4,27,1012.4,27.9,25.4,23.7,***,***,***,0,***,***,***
1902,4,28,1014.6,27.4,25.3,24.4,***,***,***,0,***,***,***
1902,4,29,1014.8,28.2,25.3,23.9,***,***,***,0,***,***,***
1902,4,30,1014.3,26.4,24.4,23.3,***,***,***,2.3,***,***,***
1902,5,1,1012.4,26,24.3,22.9,***,***,***,6.3,***,***,***
1902,5,2,1013.7,30.6,25.9,23.6,***,***,***,0,***,***,***
1902,5,3,1014.1,28.4,25.5,24.3,***,***,***,2.9,***,***,***
1902,5,4,1011.7,28.4,25.6,24.1,***,***,***,2.5,***,***,***
1902,5,5,1009.7,31.2,27,24.3,***,***,***,0,***,***,***
1902,5,6,1009.7,31,27.8,25.7,***,***,***,0,***,***,***
1902,5,7,1009.2,31.7,28.2,26.7,***,***,***,0,***,***,***
1902,5,8,1007.8,28.6,26.8,25,***,***,***,26.5,***,***,***
1902,5,9,1007.3,30.3,27.6,25.6,***,***,***,23.7,***,***,***
1902,5,10,1007,29.8,27.8,26.6,***,***,***,3,***,***,***
1902,5,11,1010.2,27.9,24.4,21.4,***,***,***,34.5,***,***,***
1902,5,12,1012.7,24.3,23.5,22.6,***,***,***,0.4,***,***,***
1902,5,13,1010.7,25.6,23.4,21.6,***,***,***,171.4,***,***,***
1902,5,14,1008,29.8,26.2,24,***,***,***,58.9,***,***,***
1902,5,15,1005.2,29.1,27.1,25.9,***,***,***,6.4,***,***,***
1902,5,16,1009.3,28.2,25.3,23.5,***,***,***,0.1,***,***,***
1902,5,17,1012.7,26.3,24.7,23,***,***,***,2.1,***,***,***
1902,5,18,1011.2,27.1,25.6,24,***,***,***,24.3,***,***,***
1902,5,19,1008.6,29.8,27.6,26.3,***,***,***,0.6,***,***,***
1902,5,20,1005.7,29.5,25.8,22.5,***,***,***,43.5,***,***,***
1902,5,21,1004.2,28.6,26.2,24.8,***,***,***,0,***,***,***
1902,5,22,1003.2,29.5,26.7,24.9,***,***,***,0.9,***,***,***
1902,5,23,1004.7,29.4,27.1,25.2,***,***,***,0,***,***,***
1902,5,24,1006.4,27.9,26.6,24.6,***,***,***,29.3,***,***,***
1902,5,25,1006.4,28.9,26.4,24.2,***,***,***,25.9,***,***,***
1902,5,26,1006.1,30.8,27.4,25,***,***,***,23.1,***,***,***
1902,5,27,1006.4,29.4,26.8,24.6,***,***,***,29.9,***,***,***
1902,5,28,1006.8,27.7,25.8,24.9,***,***,***,51.9,***,***,***
1902,5,29,1006.4,29.2,28,25.3,***,***,***,55.5,***,***,***
1902,5,30,1005.2,28.8,28.2,25.3,***,***,***,19.5,***,***,***
1902,5,31,1004.9,30.6,26.9,24.6,***,***,***,35.8,***,***,***
1902,6,1,1006.6,25.5,23.5,22.4,***,***,***,47.8,***,***,***
1902,6,2,1007.5,25.5,24,22.3,***,***,***,0.9,***,***,***
1902,6,3,1006.3,28.2,25,22.6,***,***,***,0,***,***,***
1902,6,4,1003.3,29.6,26.8,23.7,***,***,***,0,***,***,***
1902,6,5,1002,31.7,28,25.3,***,***,***,0,***,***,***
1902,6,6,1003.6,31.8,28.3,26.2,***,***,***,0.3,***,***,***
1902,6,7,1007,27.6,26,24.8,***,***,***,0.1,***,***,***
1902,6,8,1006.7,26.1,24.5,23.7,***,***,***,0,***,***,***
1902,6,9,1004.9,26.6,24.7,23.1,***,***,***,1.1,***,***,***
1902,6,10,1004,28.3,26.1,24.8,***,***,***,5.6,***,***,***
1902,6,11,1004.4,26.4,25.3,23.9,***,***,***,52,***,***,***
1902,6,12,1006.4,26.5,24.9,22.6,***,***,***,143.3,***,***,***
1902,6,13,1005.4,29.2,27,24.3,***,***,***,37.4,***,***,***
1902,6,14,1004.1,29.3,27.8,26.6,***,***,***,2.3,***,***,***
1902,6,15,1004.7,28.7,27.7,26.8,***,***,***,4.3,***,***,***
1902,6,16,1006.2,30.6,28.1,27.3,***,***,***,0,***,***,***
1902,6,17,1005.8,31.2,28.5,27.2,***,***,***,0,***,***,***
1902,6,18,1004.6,31.2,28.8,27.6,***,***,***,0,***,***,***
1902,6,19,1003.2,31.6,29,27.7,***,***,***,0,***,***,***
1902,6,20,1002.4,31.3,29,28.2,***,***,***,0,***,***,***
1902,6,21,1002.9,30.2,28.7,27.7,***,***,***,0.1,***,***,***
1902,6,22,1002.5,31.4,28.8,27.9,***,***,***,0.4,***,***,***
1902,6,23,1001.5,31.1,28.9,27.6,***,***,***,2.4,***,***,***
1902,6,24,1002.2,30.2,28.8,27.7,***,***,***,1.5,***,***,***
1902,6,25,1005.1,31.1,28.9,28.1,***,***,***,0.8,***,***,***
1902,6,26,1005.8,31.4,28.5,25.6,***,***,***,2.1,***,***,***
1902,6,27,1005.9,28.8,25.8,24.4,***,***,***,30.6,***,***,***
1902,6,28,1005.6,27.3,25.6,24.4,***,***,***,10.8,***,***,***
1902,6,29,1006.9,25,24.1,22.2,***,***,***,34.1,***,***,***
1902,6,30,1008.3,26.7,24.7,22.8,***,***,***,14.9,***,***,***
1902,7,1,1008,27.1,25.2,23.9,***,***,***,2.7,***,***,***
1902,7,2,1006.3,28.9,27,24.8,***,***,***,10.6,***,***,***
1902,7,3,1006.4,29.2,27.4,25.2,***,***,***,9.8,***,***,***
1902,7,4,1008.5,31.2,28,25.9,***,***,***,11.3,***,***,***
1902,7,5,1009.7,30.8,28,25,***,***,***,6.4,***,***,***
1902,7,6,1009.8,30.6,27.3,23.3,***,***,***,47,***,***,***
1902,7,7,1008.4,30.4,27.9,26.2,***,***,***,0.6,***,***,***
1902,7,8,1006.9,31,27.7,25.6,***,***,***,6.1,***,***,***
1902,7,9,1005.6,31.3,27.7,25.7,***,***,***,0,***,***,***
1902,7,10,1004.5,30.5,28.1,26.5,***,***,***,5.4,***,***,***
1902,7,11,1003.5,29.1,27.5,25.5,***,***,***,23.5,***,***,***
1902,7,12,1004.5,29.2,27.3,25.4,***,***,***,22.2,***,***,***
1902,7,13,1007.2,29.2,27.4,25.2,***,***,***,9.4,***,***,***
1902,7,14,1008.1,30.4,27.6,26.5,***,***,***,0.5,***,***,***
1902,7,15,1006.9,30.3,27.6,25.8,***,***,***,0,***,***,***
1902,7,16,1005.3,30.5,27.7,25.5,***,***,***,1.8,***,***,***
1902,7,17,1003.1,30.2,27.7,25.4,***,***,***,8.5,***,***,***
1902,7,18,994.7,27.3,25.9,24.4,***,***,***,93.4,***,***,***
1902,7,19,1004.4,29.8,27.8,26.5,***,***,***,6.3,***,***,***
1902,7,20,1007.8,30.4,27.9,27,***,***,***,0.7,***,***,***
1902,7,21,1007.5,29.9,28.2,27,***,***,***,0.1,***,***,***
1902,7,22,1004.1,30.1,28.3,26.3,***,***,***,0.3,***,***,***
1902,7,23,1002.2,30.2,28.2,26.7,***,***,***,1.8,***,***,***
1902,7,24,1003.1,31.2,28.5,27.4,***,***,***,0,***,***,***
1902,7,25,1003.6,31.2,28.3,26.4,***,***,***,0,***,***,***
1902,7,26,999.8,32.4,29.1,25.9,***,***,***,0,***,***,***
1902,7,27,995.7,33.4,29.4,27,***,***,***,0,***,***,***
1902,7,28,991.1,29.6,26.8,25,***,***,***,100,***,***,***
1902,7,29,999.3,28.2,26.7,25.3,***,***,***,39,***,***,***
1902,7,30,1003.5,29.3,27.5,25.3,***,***,***,6,***,***,***
1902,7,31,1005.1,29.3,27.4,25.6,***,***,***,0,***,***,***
1902,8,1,1002.3,31.4,28.4,25.4,***,***,***,0,***,***,***
1902,8,2,993.1,30.5,27.6,24.6,***,***,***,204.7,***,***,***
1902,8,3,1000.1,27.9,26.1,23.9,***,***,***,106.2,***,***,***
1902,8,4,1005.7,30,27.4,26.3,***,***,***,0.6,***,***,***
1902,8,5,1007.2,30.1,27.6,25.6,***,***,***,0,***,***,***
1902,8,6,1004.2,30.4,27.6,25.8,***,***,***,26.9,***,***,***
1902,8,7,1001.3,32,29.1,26.6,***,***,***,0,***,***,***
1902,8,8,1002.1,30.4,27.9,25.4,***,***,***,27.6,***,***,***
1902,8,9,1002.3,30.8,28.7,25.1,***,***,***,6.1,***,***,***
1902,8,10,1002.6,27.9,26.2,23.4,***,***,***,93.8,***,***,***
1902,8,11,1004.7,29.3,26.2,24.4,***,***,***,6.9,***,***,***
1902,8,12,1006.9,27.4,25.2,23.6,***,***,***,85.7,***,***,***
1902,8,13,1008.9,28.7,26,23.8,***,***,***,22.1,***,***,***
1902,8,14,1008.6,30.4,27.4,23.9,***,***,***,0,***,***,***
1902,8,15,1007.7,29.8,27.3,25.2,***,***,***,0,***,***,***
1902,8,16,1007.1,31.2,27.8,24.9,***,***,***,0,***,***,***
1902,8,17,1007,31.2,28,25.2,***,***,***,0,***,***,***
1902,8,18,1006.1,31.2,28.1,25.9,***,***,***,0,***,***,***
1902,8,19,1005.7,31.6,28.8,26.7,***,***,***,0,***,***,***
1902,8,20,1005.8,29.8,28,25.4,***,***,***,14,***,***,***
1902,8,21,1008,29.9,27.6,25.5,***,***,***,3.4,***,***,***
1902,8,22,1009.1,32.3,28,25.5,***,***,***,0,***,***,***
1902,8,23,1008.2,31.7,27.9,25.2,***,***,***,0,***,***,***
1902,8,24,1007.4,30.6,27.7,25.6,***,***,***,4.4,***,***,***
1902,8,25,1007.3,29.4,26.4,24.1,***,***,***,47.5,***,***,***
1902,8,26,1008.1,29.5,27.4,25.4,***,***,***,5.3,***,***,***
1902,8,27,1008.4,31.8,28.2,25.8,***,***,***,0,***,***,***
1902,8,28,1005.9,30.8,28.2,26,***,***,***,6.1,***,***,***
1902,8,29,1003.7,32.1,28.5,26.1,***,***,***,0,***,***,***
1902,8,30,1002.8,32.6,28.4,24.6,***,***,***,12,***,***,***
1902,8,31,1002.7,32,29.1,26.7,***,***,***,0,***,***,***
1902,9,1,1004,30.3,27.6,25.3,***,***,***,0,***,***,***
1902,9,2,1005.4,31.6,28.2,26.2,***,***,***,0,***,***,***
1902,9,3,1006.3,31.5,28.3,25.9,***,***,***,0,***,***,***
1902,9,4,1004.8,32.6,28.1,25.6,***,***,***,0,***,***,***
1902,9,5,1004.8,32.3,28.3,25.1,***,***,***,0,***,***,***
1902,9,6,1007.1,29.9,27.1,24.8,***,***,***,0,***,***,***
1902,9,7,1007.8,31.6,27.7,24.7,***,***,***,0,***,***,***
1902,9,8,1009.8,30.9,27.6,25.4,***,***,***,0,***,***,***
1902,9,9,1012.8,29.6,26.4,24,***,***,***,0.8,***,***,***
1902,9,10,1011.9,30.1,26.5,23.2,***,***,***,1.1,***,***,***
1902,9,11,1010.2,29.5,26,23.8,***,***,***,2.2,***,***,***
1902,9,12,1009.8,32.3,27.4,23.9,***,***,***,0,***,***,***
1902,9,13,1010.1,31.4,27.5,25,***,***,***,0.5,***,***,***
1902,9,14,1010.4,30.5,27.7,25.4,***,***,***,0,***,***,***
1902,9,15,1011.4,30,27.9,26.4,***,***,***,0,***,***,***
1902,9,16,1011.8,30.2,27.5,25.1,***,***,***,0,***,***,***
1902,9,17,1010.4,30.3,27.4,25.2,***,***,***,0,***,***,***
1902,9,18,1009.9,31.4,27.8,25.2,***,***,***,0,***,***,***
1902,9,19,1009.6,32.7,28.2,25.3,***,***,***,0,***,***,***
1902,9,20,1008.6,30.1,27.7,26.6,***,***,***,0,***,***,***
1902,9,21,1007,31.4,28.5,26.2,***,***,***,0,***,***,***
1902,9,22,1006.4,32.9,28.9,26.8,***,***,***,0.3,***,***,***
1902,9,23,1007.5,32.7,27.8,24.3,***,***,***,11.4,***,***,***
1902,9,24,1009.7,31.9,28.1,24.7,***,***,***,0,***,***,***
1902,9,25,1014,27.7,24.8,22.7,***,***,***,0,***,***,***
1902,9,26,1016.1,28.3,24.2,21.5,***,***,***,0,***,***,***
1902,9,27,1014.6,28.8,24.5,22.6,***,***,***,0,***,***,***
1902,9,28,1012.9,29.8,25.2,20.9,***,***,***,0,***,***,***
1902,9,29,1014.3,30.1,25.6,22.8,***,***,***,0,***,***,***
1902,9,30,1015.7,29.2,25.6,22.4,***,***,***,0,***,***,***
1902,10,1,1016.6,27.5,25.5,23.8,***,***,***,0,***,***,***
1902,10,2,1016.3,28.8,25.9,23.9,***,***,***,0,***,***,***
1902,10,3,1016.2,30.2,26.4,23.8,***,***,***,0,***,***,***
1902,10,4,1016.1,28.9,26,24.1,***,***,***,0,***,***,***
1902,10,5,1016.4,28.4,25.6,24.1,***,***,***,0,***,***,***
1902,10,6,1017.3,27.2,25.4,24.1,***,***,***,0,***,***,***
1902,10,7,1016.6,27.6,25.1,23.2,***,***,***,0,***,***,***
1902,10,8,1016.1,26.9,24.9,23.2,***,***,***,0,***,***,***
1902,10,9,1017,26.2,24.9,23,***,***,***,0,***,***,***
1902,10,10,1018.7,26,24.9,23.6,***,***,***,0,***,***,***
1902,10,11,1019.2,26.2,24.8,24.1,***,***,***,0,***,***,***
1902,10,12,1018,26.9,24.8,23.5,***,***,***,0,***,***,***
1902,10,13,1015.8,27.8,24.8,22.8,***,***,***,0,***,***,***
1902,10,14,1015.4,28.1,25,22.4,***,***,***,0.5,***,***,***
1902,10,15,1015.8,28.9,25.7,23.6,***,***,***,0,***,***,***
1902,10,16,1016.8,26.6,24.7,23.1,***,***,***,2.1,***,***,***
1902,10,17,1018.7,26,24.4,23.2,***,***,***,0,***,***,***
1902,10,18,1019.6,26,24.2,22.3,***,***,***,0,***,***,***
1902,10,19,1019.5,25.7,24,22.7,***,***,***,0,***,***,***
1902,10,20,1018.5,26.5,24.2,22.3,***,***,***,0,***,***,***
1902,10,21,1017.7,25.7,24.2,23.1,***,***,***,0,***,***,***
1902,10,22,1016.5,26.8,24.3,23.2,***,***,***,0,***,***,***
1902,10,23,1015.1,29.2,24.7,22.3,***,***,***,0,***,***,***
1902,10,24,1015.5,30.1,25.5,22.6,***,***,***,0,***,***,***
1902,10,25,1016.5,26.9,24.4,21.9,***,***,***,0,***,***,***
1902,10,26,1017.1,26.6,24.6,23.1,***,***,***,0,***,***,***
1902,10,27,1017.8,26.9,24.8,23.5,***,***,***,0,***,***,***
1902,10,28,1016.6,27.7,25.2,23.8,***,***,***,0,***,***,***
1902,10,29,1014.8,30,25.9,23.3,***,***,***,0,***,***,***
1902,10,30,1014.5,27.6,24,18.7,***,***,***,13.2,***,***,***
1902,10,31,1014.8,22.5,21.1,18.6,***,***,***,8.1,***,***,***
1902,11,1,1014.3,25.9,23,20.8,***,***,***,0,***,***,***
1902,11,2,1015.7,25.2,23.8,22.4,***,***,***,0,***,***,***
1902,11,3,1016.6,26.4,24.3,23.4,***,***,***,0,***,***,***
1902,11,4,1017.3,24.4,21.5,17.9,***,***,***,13.2,***,***,***
1902,11,5,1018.5,23.3,20.2,17.4,***,***,***,0.9,***,***,***
1902,11,6,1020.1,24.4,21.9,18.9,***,***,***,0,***,***,***
1902,11,7,1021.8,25.2,22.1,19.9,***,***,***,0,***,***,***
1902,11,8,1019.9,24.7,22,18.8,***,***,***,0,***,***,***
1902,11,9,1017,26.6,22.2,19.6,***,***,***,0,***,***,***
1902,11,10,1015.2,25.1,22.4,19.8,***,***,***,0.5,***,***,***
1902,11,11,1013.7,23.2,21.9,19.9,***,***,***,0.5,***,***,***
1902,11,12,1012.9,23.3,22,20.9,***,***,***,0,***,***,***
1902,11,13,1012.5,23.7,22.6,21.1,***,***,***,2,***,***,***
1902,11,14,1013.4,25.7,24,22.9,***,***,***,1.5,***,***,***
1902,11,15,1015,24.7,23.3,21.8,***,***,***,59.9,***,***,***
1902,11,16,1017.1,22.8,21.8,21.1,***,***,***,47.9,***,***,***
1902,11,17,1018.9,22.2,20.7,18.6,***,***,***,0.5,***,***,***
1902,11,18,1019.1,23.8,20.9,18.2,***,***,***,0,***,***,***
1902,11,19,1018.6,23.8,22.3,20.7,***,***,***,0.8,***,***,***
1902,11,20,1018.4,24.3,22.7,21.1,***,***,***,0.6,***,***,***
1902,11,21,1017.2,26.7,23.5,21.2,***,***,***,0,***,***,***
1902,11,22,1018.6,25.5,23,21.4,***,***,***,6.3,***,***,***
1902,11,23,1021.4,26,22.1,19.2,***,***,***,2.3,***,***,***
1902,11,24,1022,22.2,19.7,17.2,***,***,***,0,***,***,***
1902,11,25,1021,23.7,20.2,17.1,***,***,***,0,***,***,***
1902,11,26,1021,22.6,20.1,18.2,***,***,***,0,***,***,***
1902,11,27,1020.1,24.6,20.9,17.9,***,***,***,0,***,***,***
1902,11,28,1019.7,24.8,20.7,17.8,***,***,***,0,***,***,***
1902,11,29,1019.2,24.1,20.9,18.3,***,***,***,0,***,***,***
1902,11,30,1018.6,22.9,21.2,18.8,***,***,***,0,***,***,***
1902,12,1,1018.2,24.7,22.1,20,***,***,***,0,***,***,***
1902,12,2,1017.5,24.9,22.6,20.1,***,***,***,0,***,***,***
1902,12,3,1017,24.1,22,21,***,***,***,0,***,***,***
1902,12,4,1016.2,24.8,22.2,20.6,***,***,***,0,***,***,***
1902,12,5,1014.7,22.2,21.7,21.3,***,***,***,0,***,***,***
1902,12,6,1015.4,21.9,18.3,14.9,***,***,***,24.1,***,***,***
1902,12,7,1016.2,18.1,17.1,15.2,***,***,***,0.5,***,***,***
1902,12,8,1015,19.4,18.1,16.7,***,***,***,6.9,***,***,***
1902,12,9,1012.7,19.1,18.5,17.6,***,***,***,5.1,***,***,***
1902,12,10,1013.1,21.7,19,16.9,***,***,***,3.7,***,***,***
1902,12,11,1015.5,21.8,20.1,18.3,***,***,***,0.1,***,***,***
1902,12,12,1017.2,19.9,18.2,15,***,***,***,0.3,***,***,***
1902,12,13,1019.3,17.6,14.9,12.9,***,***,***,0,***,***,***
1902,12,14,1018.4,18.1,14.2,10.6,***,***,***,0,***,***,***
1902,12,15,1016.8,18.3,15.4,11.5,***,***,***,0,***,***,***
1902,12,16,1015.7,20.1,17.8,15.2,***,***,***,0,***,***,***
1902,12,17,1016.5,20.4,19.3,17.8,***,***,***,0.5,***,***,***
1902,12,18,1017,20.3,18.6,16.6,***,***,***,20,***,***,***
1902,12,19,1018.9,18.3,17.1,16.2,***,***,***,0,***,***,***
1902,12,20,1017.9,19.2,17.6,14.2,***,***,***,0,***,***,***
1902,12,21,1017.4,19.8,18.8,18.2,***,***,***,0,***,***,***
1902,12,22,1019.9,22.1,18.9,17,***,***,***,0.6,***,***,***
1902,12,23,1021.8,21.1,17.8,16.1,***,***,***,0,***,***,***
1902,12,24,1019.8,20.2,16.9,14.9,***,***,***,0,***,***,***
1902,12,25,1021.4,16.6,14.2,12.3,***,***,***,4.1,***,***,***
1902,12,26,1024.1,17.3,14.8,12.6,***,***,***,0,***,***,***
1902,12,27,1023.5,16.8,15.5,14.3,***,***,***,0.2,***,***,***
1902,12,28,1020.4,19.1,17.1,14.7,***,***,***,0,***,***,***
1902,12,29,1014.8,17.7,16.7,15.3,***,***,***,8.3,***,***,***
1902,12,30,1016.7,22.8,18.4,16,***,***,***,0.9,***,***,***
1902,12,31,1020.5,20.9,17.8,16,***,***,***,0,***,***,***
1903,1,1,1022.6,20.3,17.3,14.9,***,***,***,0,***,***,***
1903,1,2,1024.1,18,16.3,14.1,***,***,***,0,***,***,***
1903,1,3,1024.3,16.9,15.8,13.7,***,***,***,0,***,***,***
1903,1,4,1026.4,16.7,13.2,9.9,***,***,***,0,***,***,***
1903,1,5,1028.8,15.7,13,9.1,***,***,***,0,***,***,***
1903,1,6,1031.8,16.2,12.4,9.4,***,***,***,0,***,***,***
1903,1,7,1028.8,14.6,12.4,8.4,***,***,***,0,***,***,***
1903,1,8,1023.9,17.1,15.1,12.5,***,***,***,0,***,***,***
1903,1,9,1024.1,18.6,16.1,13.2,***,***,***,0,***,***,***
1903,1,10,1025.6,13.4,10.2,7.9,***,***,***,3.2,***,***,***
1903,1,11,1021.3,12.9,10.8,8.2,***,***,***,20.6,***,***,***
1903,1,12,1017.4,16.7,14.5,12.1,***,***,***,6.1,***,***,***
1903,1,13,1017.1,18.5,14.5,13.2,***,***,***,1.7,***,***,***
1903,1,14,1018.9,14.6,12.8,11.2,***,***,***,1,***,***,***
1903,1,15,1020.2,16.9,13.4,10.3,***,***,***,0,***,***,***
1903,1,16,1021.2,16.8,12.9,10.4,***,***,***,0,***,***,***
1903,1,17,1019.5,16.6,12.8,10.2,***,***,***,0,***,***,***
1903,1,18,1018.7,17.4,14,11,***,***,***,0,***,***,***
1903,1,19,1017.5,16.4,15,14.1,***,***,***,0,***,***,***
1903,1,20,1018.1,17,15.6,14.2,***,***,***,0,***,***,***
1903,1,21,1018.7,18.8,16.9,14.9,***,***,***,0,***,***,***
1903,1,22,1019,20.3,17.9,16.8,***,***,***,0,***,***,***
1903,1,23,1018.7,22.5,18,15,***,***,***,0,***,***,***
1903,1,24,1018.4,21.2,18.7,16.6,***,***,***,0,***,***,***
1903,1,25,1017.3,19,18.5,17.6,***,***,***,0.3,***,***,***
1903,1,26,1014.1,23.2,19.8,18.3,***,***,***,0,***,***,***
1903,1,27,1013.5,21.9,19.1,16.7,***,***,***,1.1,***,***,***
1903,1,28,1019.7,16.4,13.6,11,***,***,***,0.3,***,***,***
1903,1,29,1020.8,13.2,11.3,9.6,***,***,***,0,***,***,***
1903,1,30,1019.9,12.7,10.4,8.7,***,***,***,0,***,***,***
1903,1,31,1019.9,13.3,10.8,9.5,***,***,***,0.1,***,***,***
1903,2,1,1021.9,10.8,8.7,7.5,***,***,***,3.5,***,***,***
1903,2,2,1021.7,10.1,7.8,6.4,***,***,***,0.8,***,***,***
1903,2,3,1022.1,15,9.7,5.5,***,***,***,0,***,***,***
1903,2,4,1023.1,14.1,11.8,9.6,***,***,***,0,***,***,***
1903,2,5,1024,14.3,12.6,10.8,***,***,***,0,***,***,***
1903,2,6,1024.1,14.9,13.4,11.2,***,***,***,0,***,***,***
1903,2,7,1025.2,19.4,15.5,13.5,***,***,***,0,***,***,***
1903,2,8,1028.8,18,14.2,12.1,***,***,***,0,***,***,***
1903,2,9,1027.3,14.2,13.6,12.7,***,***,***,0,***,***,***
1903,2,10,1022.8,16.7,15.2,13.2,***,***,***,0,***,***,***
1903,2,11,1019.9,19.2,17.1,15.6,***,***,***,0,***,***,***
1903,2,12,1019.3,20.6,16.5,14.4,***,***,***,0,***,***,***
1903,2,13,1023.3,16,14.4,12.7,***,***,***,0,***,***,***
1903,2,14,1025.1,14.2,13.4,12.1,***,***,***,0,***,***,***
1903,2,15,1023.8,16.8,14.7,12.8,***,***,***,0,***,***,***
1903,2,16,1021.3,19.7,16.4,14.6,***,***,***,0,***,***,***
1903,2,17,1022.5,17.9,16.2,14.6,***,***,***,0,***,***,***
1903,2,18,1027,17,15.3,13.8,***,***,***,0,***,***,***
1903,2,19,1027,15.1,14,12.9,***,***,***,0,***,***,***
1903,2,20,1026,15.7,14.2,12.1,***,***,***,0,***,***,***
1903,2,21,1027.1,18.8,16.1,13.6,***,***,***,0,***,***,***
1903,2,22,1027.9,16.6,14.8,13.4,***,***,***,0,***,***,***
1903,2,23,1026.9,17.2,14.9,12.8,***,***,***,0,***,***,***
1903,2,24,1022.4,18.6,16.5,14.6,***,***,***,0,***,***,***
1903,2,25,1016.9,22.7,18.9,16.6,***,***,***,0,***,***,***
1903,2,26,1017.3,22.3,19.8,18.6,***,***,***,0,***,***,***
1903,2,27,1016,19.7,18.1,16.5,***,***,***,0,***,***,***
1903,2,28,1015.8,21.5,17.3,15.4,***,***,***,0.9,***,***,***
1903,3,1,1016.6,21.4,16.9,13.4,***,***,***,0,***,***,***
1903,3,2,1015.6,16.9,16.2,15.4,***,***,***,1.7,***,***,***
1903,3,3,1011,19.8,17.3,15.3,***,***,***,16.1,***,***,***
1903,3,4,1010.7,20.8,19,17.7,***,***,***,0.3,***,***,***
1903,3,5,1011.9,23.1,20.1,17.2,***,***,***,0.3,***,***,***
1903,3,6,1014.2,17.7,16.3,15.2,***,***,***,0.7,***,***,***
1903,3,7,1013.6,17.1,16,14.1,***,***,***,0.6,***,***,***
1903,3,8,1012.2,18.6,17.3,16.1,***,***,***,0,***,***,***
1903,3,9,1012.7,20.6,19.1,17.5,***,***,***,0,***,***,***
1903,3,10,1012.2,26.2,22.4,19.3,***,***,***,0,***,***,***
1903,3,11,1011.7,26.6,22.2,19.9,***,***,***,17.7,***,***,***
1903,3,12,1013.7,21.2,18.6,17.4,***,***,***,0.2,***,***,***
1903,3,13,1011.5,22.7,20.4,18.7,***,***,***,0,***,***,***
1903,3,14,1008.9,26.4,23.1,19.9,***,***,***,0,***,***,***
1903,3,15,1009.1,24.3,22.1,18.6,***,***,***,3.9,***,***,***
1903,3,16,1012.8,19,17.1,15.9,***,***,***,0.1,***,***,***
1903,3,17,1014.3,17.3,16.6,15.4,***,***,***,0.3,***,***,***
1903,3,18,1014.5,18,16.8,16.1,***,***,***,1,***,***,***
1903,3,19,1014.8,19.1,17.9,15.8,***,***,***,1.5,***,***,***
